File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\FormsWebChromeClient.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\FormsWebViewClient.java,100,73,38,6,26,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\FrameRenderer.java,64,49,27,6,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\FrameRenderer_FrameDrawable.java,93,67,34,6,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\GenericAnimatorListener.java,75,55,28,3,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\GenericMenuClickListener.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\GestureManager_TapAndPanGestureDetector.java,80,61,35,8,18,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\GridLayoutSpanSizeLookup.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\GroupedListViewAdapter.java,74,56,29,7,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ImageButtonRenderer.java,112,82,42,7,29,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ImageCache_CacheEntry.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ImageCache_FormsLruCache.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ImageRenderer.java,64,49,27,6,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\InnerGestureListener.java,122,87,43,10,34,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\InnerScaleListener.java,66,49,25,5,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ItemContentView.java,81,61,34,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ItemsViewAdapter.java,84,61,31,6,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ItemsViewRenderer.java,64,49,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\LabelRenderer.java,73,55,30,6,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ListViewAdapter.java,127,91,47,13,35,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ListViewRenderer.java,92,68,36,5,23,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ListViewRenderer_Container.java,81,61,34,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ListViewRenderer_SwipeRefreshLayoutWithFixedNestedScrolling.java,83,61,32,5,21,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\LocalizedDigitsKeyListener.java,73,55,29,7,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\MasterDetailContainer.java,81,61,34,7,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\MasterDetailRenderer.java,119,86,45,5,32,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\NativeViewWrapperRenderer.java,73,55,30,5,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\NavigationRenderer.java,82,61,33,5,20,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\NongreedySnapHelper.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ObjectJavaBox_1.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\OpenGLViewRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\OpenGLViewRenderer_Renderer.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PageContainer.java,81,61,34,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PageExtensions_EmbeddedFragment.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PageExtensions_EmbeddedSupportFragment.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PageRenderer.java,91,67,36,6,23,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PickerEditText.java,81,61,34,7,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PickerManager_PickerListener.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PickerRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PlatformRenderer.java,90,67,37,7,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\Platform_DefaultRenderer.java,82,61,33,7,20,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PositionalSmoothScroller.java,66,49,25,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\PowerSaveModeBroadcastReceiver.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ProgressBarRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ScrollHelper.java,55,43,23,4,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ScrollViewContainer.java,81,61,34,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ScrollViewRenderer.java,118,85,45,7,32,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SearchBarRenderer.java,74,56,30,7,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SelectableItemsViewAdapter.java,57,43,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SelectableItemsViewRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SelectableViewHolder.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellContentFragment.java,94,68,34,5,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutRecyclerAdapter.java,75,55,28,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutRecyclerAdapter_ElementViewHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutRecyclerAdapter_LinearLayoutWithFocus.java,72,55,31,7,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutRenderer.java,101,74,39,6,26,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutTemplatedContentRenderer.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFlyoutTemplatedContentRenderer_HeaderContainer.java,63,49,28,6,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellFragmentPagerAdapter.java,93,67,34,8,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellItemRenderer.java,67,50,25,5,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellItemRendererBase.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellPageContainer.java,72,55,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellRenderer_SplitDrawable.java,75,55,28,4,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSearchView.java,129,94,49,7,34,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSearchViewAdapter.java,85,62,31,8,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSearchViewAdapter_CustomFilter.java,64,49,26,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSearchViewAdapter_ObjectWrapper.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSearchView_ClipDrawableWrapper.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellSectionRenderer.java,95,69,34,4,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellToolbarTracker.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ShellToolbarTracker_FlyoutIconDrawerDrawable.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SimpleViewHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SingleSnapHelper.java,57,43,22,5,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SizedItemContentView.java,72,55,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SliderRenderer.java,92,68,36,5,23,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SpacingItemDecoration.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\StartSingleSnapHelper.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\StartSnapHelper.java,57,43,22,5,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\StepperRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\StepperRendererManager_StepperListener.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SwitchCellView.java,73,56,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\SwitchRenderer.java,65,50,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TabbedRenderer.java,73,55,30,5,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TableViewModelRenderer.java,109,79,41,11,29,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TableViewRenderer.java,64,49,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TemplatedItemViewHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TextCellRenderer_TextCellView.java,63,49,28,6,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TextViewHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TimePickerRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\TimePickerRendererBase_1.java,65,50,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ViewCellRenderer_ViewCellContainer.java,99,73,40,8,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ViewCellRenderer_ViewCellContainer_LongPressGestureListener.java,94,68,34,7,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ViewRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\ViewRenderer_2.java,74,56,30,5,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\VisualElementRenderer_1.java,100,73,39,9,26,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\VisualElementTracker_AttachTracker.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\WebViewRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md51558244f76c53b6aeda52c8a337f2c37\WebViewRenderer_JavascriptResult.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5423e3a95c357eb7d6aad61b4f54abbd4\RecyclerViewScrollListener.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\ButtonRenderer.java,103,76,39,6,26,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\CarouselPageRenderer.java,110,80,42,5,29,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\FormsFragmentPagerAdapter_1.java,93,67,34,8,25,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\FormsViewPager.java,65,49,26,6,15,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\FragmentContainer.java,84,61,31,4,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\FrameRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\MasterDetailContainer.java,72,55,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\MasterDetailPageRenderer.java,119,86,45,5,32,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\NavigationPageRenderer.java,92,68,36,5,23,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\NavigationPageRenderer_ClickListener.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\NavigationPageRenderer_Container.java,81,61,34,6,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\NavigationPageRenderer_DrawerMultiplexedListener.java,76,56,28,3,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\PickerRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\PickerRendererBase_1.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\Platform_ModalContainer.java,72,55,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\ShellFragmentContainer.java,66,49,25,4,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\SwitchRenderer.java,65,50,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\TabbedPageRenderer.java,148,106,54,6,41,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\ViewRenderer_2.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\AutoSuspendHelper_ObservableLifecycle.java,103,74,37,3,28,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ContextExtensions_ServiceConnection_1.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\JavaHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveActivity.java,66,49,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveActivity_1.java,39,31,16,3,7,0,1,3,0,0
